Timestamp                       Thread     Type        Activity             PID    TTL  
2026-06-06 00:51:26.132369+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #47     _RenderObjectSemantics._collectChildMergeUpAndSiblingGroup (package:flutter/src/rendering/object.dart:5995:22)
2026-06-06 00:51:27.133305+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #48     _RenderObjectSemantics.updateChildren (package:flutter/src/rendering/object.dart:5825:50)
2026-06-06 00:51:27.133393+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #49     _RenderObjectSemantics._didUpdateParentData (package:flutter/src/rendering/object.dart:6071:5)
2026-06-06 00:51:27.133473+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #50     _RenderObjectSemantics._collectChildMergeUpAndSiblingGroup (package:flutter/src/rendering/object.dart:5995:22)
2026-06-06 00:51:27.133554+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #51     _RenderObjectSemantics.updateChildren (package:flutter/src/rendering/object.dart:5825:50)
2026-06-06 00:51:27.133651+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #52     _RenderObjectSemantics._didUpdateParentData (package:flutter/src/rendering/object.dart:6071:5)
2026-06-06 00:51:27.133753+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #53     _RenderObjectSemantics._collectChildMergeUpAndSiblingGroup (package:flutter/src/rendering/object.dart:5995:22)
2026-06-06 00:51:27.133899+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #54     _RenderObjectSemantics.updateChildren (package:flutter/src/rendering/object.dart:5825:50)
2026-06-06 00:51:27.133983+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #55     _RenderObjectSemantics._didUpdateParentData (package:flutter/src/rendering/object.dart:6071:5)
2026-06-06 00:51:27.134051+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #56     _RenderObjectSemantics._collectChildMergeUpAndSiblingGroup (package:flutter/src/rendering/object.dart:5995:22)
2026-06-06 00:51:27.134126+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #57     _RenderObjectSemantics.updateChildren (package:flutter/src/rendering/object.dart:5825:50)
2026-06-06 00:51:27.134184+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #58     _RenderObjectSemantics._didUpdateParentData (package:flutter/src/rendering/object.dart:6071:5)
2026-06-06 00:51:27.134246+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #59     _RenderObjectSemantics._collectChildMergeUpAndSiblingGroup (package:flutter/src/rendering/object.dart:5995:22)
2026-06-06 00:51:27.134314+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #60     _RenderObjectSemantics.updateChildren (package:flutter/src/rendering/object.dart:5825:50)
2026-06-06 00:51:27.134376+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #61     _RenderObjectSemantics._didUpdateParentData (package:flutter/src/rendering/object.dart:6071:5)
2026-06-06 00:51:27.134434+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #62     _RenderObjectSemantics._collectChildMergeUpAndSiblingGroup (package:flutter/src/rendering/object.dart:5995:22)
2026-06-06 00:51:27.134489+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #63     _RenderObjectSemantics.updateChildren (package:flutter/src/rendering/object.dart:5825:50)
2026-06-06 00:51:27.134552+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #64     _RenderObjectSemantics._didUpdateParentData (package:flutter/src/rendering/object.dart:6071:5)
2026-06-06 00:51:27.134616+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #65     _RenderObjectSemantics._collectChildMergeUpAndSiblingGroup (package:flutter/src/rendering/object.dart:5995:22)
2026-06-06 00:51:27.134675+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #66     _RenderObjectSemantics.updateChildren (package:flutter/src/rendering/object.dart:5825:50)
2026-06-06 00:51:27.134768+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #67     _RenderObjectSemantics._didUpdateParentData (package:flutter/src/rendering/object.dart:6071:5)
2026-06-06 00:51:27.134819+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #68     _RenderObjectSemantics._collectChildMergeUpAndSiblingGroup (package:flutter/src/rendering/object.dart:5995:22)
2026-06-06 00:51:27.134870+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #69     _RenderObjectSemantics.updateChildren (package:flutter/src/rendering/object.dart:5825:50)
2026-06-06 00:51:27.134923+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #70     _RenderObjectSemantics._didUpdateParentData (package:flutter/src/rendering/object.dart:6071:5)
2026-06-06 00:51:27.134979+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #71     _RenderObjectSemantics._collectChildMergeUpAndSiblingGroup (package:flutter/src/rendering/object.dart:5995:22)
2026-06-06 00:51:27.135038+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #72     _RenderObjectSemantics.updateChildren (package:flutter/src/rendering/object.dart:5825:50)
2026-06-06 00:51:27.135090+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #73     _RenderObjectSemantics._didUpdateParentData (package:flutter/src/rendering/object.dart:6071:5)
2026-06-06 00:51:27.135144+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #74     _RenderObjectSemantics._collectChildMergeUpAndSiblingGroup (package:flutter/src/rendering/object.dart:5995:22)
2026-06-06 00:51:27.135249+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #75     _RenderObjectSemantics.updateChildren (package:flutter/src/rendering/object.dart:5825:50)
2026-06-06 00:51:27.135317+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #76     _RenderObjectSemantics._didUpdateParentData (package:flutter/src/rendering/object.dart:6071:5)
2026-06-06 00:51:27.135373+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #77     _RenderObjectSemantics._collectChildMergeUpAndSiblingGroup (package:flutter/src/rendering/object.dart:5995:22)
2026-06-06 00:51:27.135427+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #78     _RenderObjectSemantics.updateChildren (package:flutter/src/rendering/object.dart:5825:50)
2026-06-06 00:51:27.135508+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #79     _RenderObjectSemantics._didUpdateParentData (package:flutter/src/rendering/object.dart:6071:5)
2026-06-06 00:51:27.135563+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #80     _RenderObjectSemantics._collectChildMergeUpAndSiblingGroup (package:flutter/src/rendering/object.dart:5995:22)
2026-06-06 00:51:27.135615+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #81     _RenderObjectSemantics.updateChildren (package:flutter/src/rendering/object.dart:5825:50)
2026-06-06 00:51:27.135677+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #82     _RenderObjectSemantics._didUpdateParentData (package:flutter/src/rendering/object.dart:6071:5)
2026-06-06 00:51:27.135730+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #83     _RenderObjectSemantics._collectChildMergeUpAndSiblingGroup (package:flutter/src/rendering/object.dart:5995:22)
2026-06-06 00:51:27.135782+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #84     _RenderObjectSemantics.updateChildren (package:flutter/src/rendering/object.dart:5825:50)
2026-06-06 00:51:27.135830+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #85     _RenderObjectSemantics._didUpdateParentData (package:flutter/src/rendering/object.dart:6071:5)
2026-06-06 00:51:27.135896+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #86     _RenderObjectSemantics._collectChildMergeUpAndSiblingGroup (package:flutter/src/rendering/object.dart:5995:22)
2026-06-06 00:51:27.135954+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #87     _RenderObjectSemantics.updateChildren (package:flutter/src/rendering/object.dart:5825:50)
2026-06-06 00:51:27.136025+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #88     _RenderObjectSemantics._didUpdateParentData (package:flutter/src/rendering/object.dart:6071:5)
2026-06-06 00:51:27.136100+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #89     _RenderObjectSemantics._collectChildMergeUpAndSiblingGroup (package:flutter/src/rendering/object.dart:5995:22)
2026-06-06 00:51:27.136156+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #90     _RenderObjectSemantics.updateChildren (package:flutter/src/rendering/object.dart:5825:50)
2026-06-06 00:51:27.136217+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #91     PipelineOwner.flushSemantics (package:flutter/src/rendering/object.dart:1489:25)
2026-06-06 00:51:27.136267+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #92     PipelineOwner.flushSemantics (package:flutter/src/rendering/object.dart:1653:15)
2026-06-06 00:51:27.136322+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #93     RendererBinding.drawFrame (package:flutter/src/rendering/binding.dart:650:25)
2026-06-06 00:51:27.136378+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #94     WidgetsBinding.drawFrame (package:flutter/src/widgets/binding.dart:1573:13)
2026-06-06 00:51:27.136432+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #95     RendererBinding._handlePersistentFrameCallback (package:flutter/src/rendering/binding.dart:509:5)
2026-06-06 00:51:27.136509+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #96     SchedulerBinding._invokeFrameCallback (package:flutter/src/scheduler/binding.dart:1430:15)
2026-06-06 00:51:27.136573+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #97     SchedulerBinding.handleDrawFrame (package:flutter/src/scheduler/binding.dart:1345:9)
2026-06-06 00:51:27.136627+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #98     SchedulerBinding._handleDrawFrame (package:flutter/src/scheduler/binding.dart:1198:5)
2026-06-06 00:51:27.136675+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #99     _invoke (dart:ui/hooks.dart:423:13)
2026-06-06 00:51:27.136730+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #100    PlatformDispatcher._drawFrame (dart:ui/platform_dispatcher.dart:447:5)
2026-06-06 00:51:27.136796+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #101    _drawFrame (dart:ui/hooks.dart:395:31)
2026-06-06 00:51:27.136855+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter:
2026-06-06 00:51:27.136913+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: [FLUTTER_ERROR] 'package:flutter/src/rendering/object.dart': Failed assertion: line 5705 pos 14: '!semantics.parentDataDirty': is not true.
2026-06-06 00:51:27.136963+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: [FLUTTER_ERROR] #0      _AssertionError._doThrowNew (dart:core-patch/errors_patch.dart:67:4)
2026-06-06 00:51:27.137014+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #1      _AssertionError._throwNew (dart:core-patch/errors_patch.dart:49:5)
2026-06-06 00:51:27.137101+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #2      _RenderObjectSemantics.debugCheckForParentData.debugCheckParentDataNotDirty (package:flutter/src/rendering/object.dart:5705:14)
2026-06-06 00:51:27.137155+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #3      List.forEach (dart:core-patch/growable_array.dart:428:8)
2026-06-06 00:51:27.137205+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #4      _RenderObjectSemantics.debugCheckForParentData.debugCheckParentDataNotDirty (package:flutter/src/rendering/object.dart:5706:42)
2026-06-06 00:51:27.137263+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #5      List.forEach (dart:core-patch/growable_array.dart:428:8)
2026-06-06 00:51:27.137321+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #6      _RenderObjectSemantics.debugCheckForParentData.debugCheckParentDataNotDirty (package:flutter/src/rendering/object.dart:5706:42)
2026-06-06 00:51:27.137385+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #7      List.forEach (dart:core-patch/growable_array.dart:428:8)
2026-06-06 00:51:27.137448+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #8      _RenderObjectSemantics.debugCheckForParentData.debugCheckParentDataNotDirty (package:flutter/src/rendering/object.dart:5706:42)
2026-06-06 00:51:27.137512+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #9      List.forEach (dart:core-patch/growable_array.dart:428:8)
2026-06-06 00:51:27.137606+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #10     _RenderObjectSemantics.debugCheckForParentData.debugCheckParentDataNotDirty (package:flutter/src/rendering/object.dart:5706:42)
2026-06-06 00:51:27.137661+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #11     List.forEach (dart:core-patch/growable_array.dart:428:8)
2026-06-06 00:51:27.137718+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #12     _RenderObjectSemantics.debugCheckForParentData.debugCheckParentDataNotDirty (package:flutter/src/rendering/object.dart:5706:42)
2026-06-06 00:51:27.137785+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #13     List.forEach (dart:core-patch/growable_array.dart:428:8)
2026-06-06 00:51:27.137892+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #14     _RenderObjectSemantics.debugCheckForParentData.debugCheckParentDataNotDirty (package:flutter/src/rendering/object.dart:5706:42)
2026-06-06 00:51:27.137944+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #15     List.forEach (dart:core-patch/growable_array.dart:428:8)
2026-06-06 00:51:27.138019+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #16     _RenderObjectSemantics.debugCheckForParentData.debugCheckParentDataNotDirty (package:flutter/src/rendering/object.dart:5706:42)
2026-06-06 00:51:27.138116+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #17     List.forEach (dart:core-patch/growable_array.dart:428:8)
2026-06-06 00:51:27.138173+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #18     _RenderObjectSemantics.debugCheckForParentData.debugCheckParentDataNotDirty (package:flutter/src/rendering/object.dart:5706:42)
2026-06-06 00:51:27.138225+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #19     List.forEach (dart:core-patch/growable_array.dart:428:8)
2026-06-06 00:51:27.138289+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #20     _RenderObjectSemantics.debugCheckForParentData.debugCheckParentDataNotDirty (package:flutter/src/rendering/object.dart:5706:42)
2026-06-06 00:51:27.138365+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #21     List.forEach (dart:core-patch/growable_array.dart:428:8)
2026-06-06 00:51:27.138417+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #22     _RenderObjectSemantics.debugCheckForParentData.debugCheckParentDataNotDirty (package:flutter/src/rendering/object.dart:5706:42)
2026-06-06 00:51:27.138471+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #23     List.forEach (dart:core-patch/growable_array.dart:428:8)
2026-06-06 00:51:27.138537+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #24     _RenderObjectSemantics.debugCheckForParentData.debugCheckParentDataNotDirty (package:flutter/src/rendering/object.dart:5706:42)
2026-06-06 00:51:27.138592+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #25     List.forEach (dart:core-patch/growable_array.dart:428:8)
2026-06-06 00:51:27.138643+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #26     _RenderObjectSemantics.debugCheckForParentData.debugCheckParentDataNotDirty (package:flutter/src/rendering/object.dart:5706:42)
2026-06-06 00:51:27.138728+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #27     List.forEach (dart:core-patch/growable_array.dart:428:8)
2026-06-06 00:51:27.138784+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #28     _RenderObjectSemantics.debugCheckForParentData.debugCheckParentDataNotDirty (package:flutter/src/rendering/object.dart:5706:42)
2026-06-06 00:51:27.138836+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #29     List.forEach (dart:core-patch/growable_array.dart:428:8)
2026-06-06 00:51:27.138892+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #30     _RenderObjectSemantics.debugCheckForParentData.debugCheckParentDataNotDirty (package:flutter/src/rendering/object.dart:5706:42)
2026-06-06 00:51:27.138944+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #31     List.forEach (dart:core-patch/growable_array.dart:428:8)
2026-06-06 00:51:27.139024+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #32     _RenderObjectSemantics.debugCheckForParentData.debugCheckParentDataNotDirty (package:flutter/src/rendering/object.dart:5706:42)
2026-06-06 00:51:27.139075+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #33     List.forEach (dart:core-patch/growable_array.dart:428:8)
2026-06-06 00:51:27.139164+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #34     _RenderObjectSemantics.debugCheckForParentData.debugCheckParentDataNotDirty (package:flutter/src/rendering/object.dart:5706:42)
2026-06-06 00:51:27.139221+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #35     List.forEach (dart:core-patch/growable_array.dart:428:8)
2026-06-06 00:51:27.139274+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #36     _RenderObjectSemantics.debugCheckForParentData.debugCheckParentDataNotDirty (package:flutter/src/rendering/object.dart:5706:42)
2026-06-06 00:51:27.139328+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #37     List.forEach (dart:core-patch/growable_array.dart:428:8)
2026-06-06 00:51:27.139380+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #38     _RenderObjectSemantics.debugCheckForParentData.debugCheckParentDataNotDirty (package:flutter/src/rendering/object.dart:5706:42)
2026-06-06 00:51:27.139462+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #39     List.forEach (dart:core-patch/growable_array.dart:428:8)
2026-06-06 00:51:27.139516+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #40     _RenderObjectSemantics.debugCheckForParentData.debugCheckParentDataNotDirty (package:flutter/src/rendering/object.dart:5706:42)
2026-06-06 00:51:27.139571+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #41     List.forEach (dart:core-patch/growable_array.dart:428:8)
2026-06-06 00:51:27.139625+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #42     _RenderObjectSemantics.debugCheckForParentData.debugCheckParentDataNotDirty (package:flutter/src/rendering/object.dart:5706:42)
2026-06-06 00:51:27.139704+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #43     List.forEach (dart:core-patch/growable_array.dart:428:8)
2026-06-06 00:51:27.139784+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #44     _RenderObjectSemantics.debugCheckForParentData.debugCheckParentDataNotDirty (package:flutter/src/rendering/object.dart:5706:42)
2026-06-06 00:51:27.139843+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #45     List.forEach (dart:core-patch/growable_array.dart:428:8)
2026-06-06 00:51:27.139902+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #46     _RenderObjectSemantics.debugCheckForParentData.debugCheckParentDataNotDirty (package:flutter/src/rendering/object.dart:5706:42)
2026-06-06 00:51:27.139958+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #47     List.forEach (dart:core-patch/growable_array.dart:428:8)
2026-06-06 00:51:27.140024+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #48     _RenderObjectSemantics.debugCheckForParentData.debugCheckParentDataNotDirty (package:flutter/src/rendering/object.dart:5706:42)
2026-06-06 00:51:27.140078+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #49     List.forEach (dart:core-patch/growable_array.dart:428:8)
2026-06-06 00:51:27.140139+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #50     _RenderObjectSemantics.debugCheckForParentData.debugCheckParentDataNotDirty (package:flutter/src/rendering/object.dart:5706:42)
2026-06-06 00:51:27.140219+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #51     List.forEach (dart:core-patch/growable_array.dart:428:8)
2026-06-06 00:51:27.140276+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #52     _RenderObjectSemantics.debugCheckForParentData.debugCheckParentDataNotDirty (package:flutter/src/rendering/object.dart:5706:42)
2026-06-06 00:51:27.140328+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #53     List.forEach (dart:core-patch/growable_array.dart:428:8)
2026-06-06 00:51:27.140383+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #54     _RenderObjectSemantics.debugCheckForParentData.debugCheckParentDataNotDirty (package:flutter/src/rendering/object.dart:5706:42)
2026-06-06 00:51:27.140480+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #55     List.forEach (dart:core-patch/growable_array.dart:428:8)
2026-06-06 00:51:27.140560+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #56     _RenderObjectSemantics.debugCheckForParentData.debugCheckParentDataNotDirty (package:flutter/src/rendering/object.dart:5706:42)
2026-06-06 00:51:27.140644+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #57     List.forEach (dart:core-patch/growable_array.dart:428:8)
2026-06-06 00:51:27.140694+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #58     _RenderObjectSemantics.debugCheckForParentData.debugCheckParentDataNotDirty (package:flutter/src/rendering/object.dart:5706:42)
2026-06-06 00:51:27.140753+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #59     List.forEach (dart:core-patch/growable_array.dart:428:8)
2026-06-06 00:51:27.140820+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #60     _RenderObjectSemantics.debugCheckForParentData.debugCheckParentDataNotDirty (package:flutter/src/rendering/object.dart:5706:42)
2026-06-06 00:51:27.140881+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #61     List.forEach (dart:core-patch/growable_array.dart:428:8)
2026-06-06 00:51:27.140938+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #62     _RenderObjectSemantics.debugCheckForParentData.debugCheckParentDataNotDirty (package:flutter/src/rendering/object.dart:5706:42)
2026-06-06 00:51:27.140992+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #63     _RenderObjectSemantics.debugCheckForParentData (package:flutter/src/rendering/object.dart:5709:5)
2026-06-06 00:51:27.141087+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #64     PipelineOwner.flushSemantics.<anonymous closure> (package:flutter/src/rendering/object.dart:1498:34)
2026-06-06 00:51:27.141153+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #65     PipelineOwner.flushSemantics (package:flutter/src/rendering/object.dart:1501:8)
2026-06-06 00:51:27.141201+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #66     PipelineOwner.flushSemantics (package:flutter/src/rendering/object.dart:1653:15)
2026-06-06 00:51:27.141249+0700 0x33fd63   Default     0x0                  94707  0    Runner: (Flutter) flutter: #67     RendererBinding.drawFrame (package:flutter/src/rendering/binding.dart:650:25)
2026-06-06 00:51:28.006759+0700 0x33fdeb   Default     0x0                  94707  0    Runner: (UIKitCore) [com.apple.UIKit:BackgroundTask] Will add backgroundTask with taskName: GDTCCTUploader-upload, expirationHandler: <__NSMallocBlock__: 0x600001720100>
2026-06-06 00:51:28.006814+0700 0x33fdeb   Default     0x0                  94707  0    Runner: (UIKitCore) [com.apple.UIKit:BackgroundTask] Creating new assertion because there is no existing background assertion.
2026-06-06 00:51:28.006826+0700 0x33fdeb   Default     0x0                  94707  0    Runner: (UIKitCore) [com.apple.UIKit:BackgroundTask] Creating new background assertion
2026-06-06 00:51:28.006862+0700 0x33fdeb   Default     0x0                  94707  0    Runner: (UIKitCore) [com.apple.UIKit:BackgroundTask] Created new background assertion <BKSProcessAssertion: 0x600002191590>
2026-06-06 00:51:28.007172+0700 0x33fdeb   Default     0x0                  94707  0    Runner: (UIKitCore) [com.apple.UIKit:BackgroundTask] Incrementing reference count for background assertion <BKSProcessAssertion: 0x600002191590>
2026-06-06 00:51:28.007241+0700 0x33fdeb   Default     0x0                  94707  0    Runner: (UIKitCore) [com.apple.UIKit:BackgroundTask] Created background task <_UIBackgroundTaskInfo: 0x6000017c5cc0>: taskID = 9, taskName = GDTCCTUploader-upload, creationTime = 75350 (elapsed = 0).
2026-06-06 00:51:28.007343+0700 0x33fdff   Default     0x0                  94707  0    Runner: (UIKitCore) [com.apple.UIKit:BackgroundTask] Ending background task with UIBackgroundTaskIdentifier: 9
2026-06-06 00:51:28.007364+0700 0x33fdeb   Default     0x0                  94707  0    Runner: (UIKitCore) [com.apple.UIKit:BackgroundTask] Will add backgroundTask with taskName: GDTCCTUploader-upload, expirationHandler: <__NSMallocBlock__: 0x6000017ba080>
2026-06-06 00:51:28.007380+0700 0x33fdff   Default     0x0                  94707  0    Runner: (UIKitCore) [com.apple.UIKit:BackgroundTask] Ending task with identifier 9 and description: <_UIBackgroundTaskInfo: 0x6000017c5cc0>: taskID = 9, taskName = GDTCCTUploader-upload, creationTime = 75350 (elapsed = 0), _expireHandler: <__NSMallocBlock__: 0x6000017c5bc0>
2026-06-06 00:51:28.007391+0700 0x33fdeb   Default     0x0                  94707  0    Runner: (UIKitCore) [com.apple.UIKit:BackgroundTask] Reusing background assertion <BKSProcessAssertion: 0x600002191590>
2026-06-06 00:51:28.007405+0700 0x33fdeb   Default     0x0                  94707  0    Runner: (UIKitCore) [com.apple.UIKit:BackgroundTask] Incrementing reference count for background assertion <BKSProcessAssertion: 0x600002191590>
2026-06-06 00:51:28.007429+0700 0x33fdeb   Default     0x0                  94707  0    Runner: (UIKitCore) [com.apple.UIKit:BackgroundTask] Created background task <_UIBackgroundTaskInfo: 0x6000017ba140>: taskID = 10, taskName = GDTCCTUploader-upload, creationTime = 75350 (elapsed = 0).
